locid,deployid,speno,projectid,species,deploydate,tagtype,age,sex,datadatetime,datahour,quality,latitude,longitude,error_radius,error_semi_major_axis,error_semi_minor_axis,error_ellipse_orientation
90466,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T15:56:32Z,2005-10-25 15,B,67.65100098,-167.27600098,NA,NA,NA,NA
90467,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T16:01:07Z,2005-10-25 16,B,67.51000214,-166.94299316,NA,NA,NA,NA
90468,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T17:38:54Z,2005-10-25 17,A,67.64700317,-167.26499939,NA,NA,NA,NA
90469,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T17:43:09Z,2005-10-25 17,A,67.65200043,-167.24499512,NA,NA,NA,NA
90470,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T18:12:07Z,2005-10-25 18,B,67.62000275,-167.14500427,NA,NA,NA,NA
90471,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T19:49:31Z,2005-10-25 19,A,67.61799622,-167.05200195,NA,NA,NA,NA
90472,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T19:58:16Z,2005-10-25 19,A,67.61399841,-167.07000732,NA,NA,NA,NA
90473,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T20:24:41Z,2005-10-25 20,B,67.60199738,-167.0039978,NA,NA,NA,NA
90474,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T21:01:10Z,2005-10-25 21,B,67.61299896,-166.98399353,NA,NA,NA,NA
90475,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T21:01:10Z,2005-10-25 21,B,67.60399628,-166.97099304,NA,NA,NA,NA
90476,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-25T22:05:43Z,2005-10-25 22,B,67.62599945,-166.90400696,NA,NA,NA,NA
90477,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-27T01:57:36Z,2005-10-27 01,B,67.51300049,-167.55000305,NA,NA,NA,NA
90478,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-27T01:57:36Z,2005-10-27 01,B,67.46600342,-167.74899292,NA,NA,NA,NA
90479,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-27T01:57:36Z,2005-10-27 01,B,67.46800232,-167.59399414,NA,NA,NA,NA
90480,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T08:10:38Z,2005-10-28 08,B,67.54100037,-167.60699463,NA,NA,NA,NA
90481,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T09:52:06Z,2005-10-28 09,B,67.54000092,-167.70500183,NA,NA,NA,NA
90482,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T13:11:12Z,2005-10-28 13,A,67.46099854,-167.76400757,NA,NA,NA,NA
90483,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T14:42:28Z,2005-10-28 14,B,67.43399811,-167.94500732,NA,NA,NA,NA
90484,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T21:32:36Z,2005-10-28 21,B,67.39099884,-168.02200317,NA,NA,NA,NA
90485,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-28T21:53:23Z,2005-10-28 21,B,67.41600037,-168.05599976,NA,NA,NA,NA
90486,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-29T02:00:52Z,2005-10-29 02,B,67.38899994,-168.33999634,NA,NA,NA,NA
90487,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-29T02:36:58Z,2005-10-29 02,A,67.38700104,-168.45199585,NA,NA,NA,NA
90488,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-29T02:50:54Z,2005-10-29 02,B,67.3690033,-168.2559967,NA,NA,NA,NA
90489,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-31T19:20:16Z,2005-10-31 19,B,67.44300079,-166.62600708,NA,NA,NA,NA
90490,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-31T21:36:35Z,2005-10-31 21,B,67.40299988,-166.73300171,NA,NA,NA,NA
90491,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-31T22:42:56Z,2005-10-31 22,A,67.40000153,-166.76499939,NA,NA,NA,NA
90492,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-10-31T23:56:24Z,2005-10-31 23,B,67.42199707,-166.75,NA,NA,NA,NA
90493,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T00:04:11Z,2005-11-01 00,1,67.39600372,-166.85400391,NA,NA,NA,NA
90494,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T00:21:17Z,2005-11-01 00,A,67.36000061,-166.98300171,NA,NA,NA,NA
90495,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T00:21:17Z,2005-11-01 00,A,67.45600128,-166.45199585,NA,NA,NA,NA
90496,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T01:11:24Z,2005-11-01 01,A,67.39900208,-166.85400391,NA,NA,NA,NA
90497,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T01:34:42Z,2005-11-01 01,A,67.39800262,-166.88400269,NA,NA,NA,NA
90498,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T01:45:19Z,2005-11-01 01,A,67.39399719,-166.93699646,NA,NA,NA,NA
90499,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T02:05:41Z,2005-11-01 02,0,67.39700317,-166.92500305,NA,NA,NA,NA
90500,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T02:07:48Z,2005-11-01 02,0,67.40100098,-166.91700745,NA,NA,NA,NA
90501,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T02:38:12Z,2005-11-01 02,A,67.33399963,-167.1000061,NA,NA,NA,NA
90502,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T08:02:01Z,2005-11-01 08,B,67.39399719,-167.03799438,NA,NA,NA,NA
90503,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T13:35:23Z,2005-11-01 13,A,67.45600128,-167.28199768,NA,NA,NA,NA
90504,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T14:16:00Z,2005-11-01 14,B,67.44200134,-166.86700439,NA,NA,NA,NA
90505,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T18:05:12Z,2005-11-01 18,B,67.45300293,-167.30599976,NA,NA,NA,NA
90506,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T18:05:12Z,2005-11-01 18,B,67.45899963,-167.28599548,NA,NA,NA,NA
90507,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-01T20:20:27Z,2005-11-01 20,A,67.47299957,-167.38000488,NA,NA,NA,NA
90508,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T14:03:26Z,2005-11-02 14,B,67.29599762,-167.33599854,NA,NA,NA,NA
90509,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T14:29:51Z,2005-11-02 14,B,67.46299744,-167.07600403,NA,NA,NA,NA
90510,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T15:45:17Z,2005-11-02 15,A,67.46600342,-167.3480072,NA,NA,NA,NA
90511,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T16:08:13Z,2005-11-02 16,B,67.4960022,-167.36000061,NA,NA,NA,NA
90512,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T22:21:04Z,2005-11-02 22,A,67.56400299,-167.53700256,NA,NA,NA,NA
90513,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-02T22:53:03Z,2005-11-02 22,A,67.55899811,-167.52999878,NA,NA,NA,NA
90514,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-03T05:26:02Z,2005-11-03 05,1,67.68599701,-167.47099304,1500,NA,NA,NA
90515,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-03T05:54:20Z,2005-11-03 05,A,67.6989975,-167.45399475,NA,NA,NA,NA
90516,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-03T05:54:20Z,2005-11-03 05,0,67.70200348,-167.41200256,NA,NA,NA,NA
90673,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T02:45:07Z,2005-11-09 02,B,66.61799622,-166.35400391,NA,NA,NA,NA
90674,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T03:38:06Z,2005-11-09 03,B,66.5739975,-166.31599426,NA,NA,NA,NA
90675,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T04:36:19Z,2005-11-09 04,A,66.54399872,-166.41299438,NA,NA,NA,NA
90676,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T04:38:14Z,2005-11-09 04,B,66.54199982,-166.41799927,NA,NA,NA,NA
90677,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T04:41:06Z,2005-11-09 04,A,66.53399658,-166.44700623,NA,NA,NA,NA
90678,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T06:15:10Z,2005-11-09 06,B,66.3259964,-167.02200317,NA,NA,NA,NA
90679,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T06:15:10Z,2005-11-09 06,B,66.51300049,-166.44000244,NA,NA,NA,NA
90680,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T07:57:56Z,2005-11-09 07,B,66.42900085,-166.4940033,NA,NA,NA,NA
90681,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T12:54:39Z,2005-11-09 12,B,66.28900146,-166.82899475,NA,NA,NA,NA
90682,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T13:09:42Z,2005-11-09 13,3,66.27600098,-166.8809967,250,NA,NA,NA
90683,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T15:21:13Z,2005-11-09 15,B,66.16799927,-167.09599304,NA,NA,NA,NA
90684,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T16:13:57Z,2005-11-09 16,A,66.11000061,-167.13600159,NA,NA,NA,NA
90685,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T16:40:37Z,2005-11-09 16,B,66.08599854,-167.15600586,NA,NA,NA,NA
90686,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T18:12:05Z,2005-11-09 18,B,65.99500275,-167.28599548,NA,NA,NA,NA
90687,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T19:52:27Z,2005-11-09 19,A,65.91400146,-167.68099976,NA,NA,NA,NA
90688,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T20:02:01Z,2005-11-09 20,B,65.91100311,-167.69000244,NA,NA,NA,NA
90689,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T20:02:01Z,2005-11-09 20,B,65.97399902,-167.32099915,NA,NA,NA,NA
90690,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T20:37:40Z,2005-11-09 20,B,65.90799713,-167.78700256,NA,NA,NA,NA
90691,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T20:37:40Z,2005-11-09 20,B,56.02299881,-110.16600037,NA,NA,NA,NA
90692,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T22:19:55Z,2005-11-09 22,0,65.85600281,-168.12800598,NA,NA,NA,NA
90693,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T22:52:43Z,2005-11-09 22,A,65.83699799,-168.02999878,NA,NA,NA,NA
90694,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T23:11:45Z,2005-11-09 23,B,65.79100037,-168.13999939,NA,NA,NA,NA
90695,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T23:21:02Z,2005-11-09 23,B,65.78199768,-168.1519928,NA,NA,NA,NA
90696,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-09T23:26:28Z,2005-11-09 23,B,65.76799774,-168.14100647,NA,NA,NA,NA
90697,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T00:35:58Z,2005-11-10 00,A,65.68199921,-168.26300049,NA,NA,NA,NA
90698,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T00:35:58Z,2005-11-10 00,A,65.68299866,-168.26400757,NA,NA,NA,NA
90699,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T00:52:56Z,2005-11-10 00,B,65.58100128,-168.58200073,NA,NA,NA,NA
90700,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T00:58:11Z,2005-11-10 00,B,65.64199829,-168.20799255,NA,NA,NA,NA
90701,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T01:13:15Z,2005-11-10 01,B,65.62200165,-168.16200256,NA,NA,NA,NA
90702,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T01:37:45Z,2005-11-10 01,A,65.54699707,-168.22599792,NA,NA,NA,NA
90703,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T02:16:44Z,2005-11-10 02,B,65.5059967,-168.24000549,NA,NA,NA,NA
90704,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T02:34:21Z,2005-11-10 02,B,65.47499847,-168.26400757,NA,NA,NA,NA
90705,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T02:39:12Z,2005-11-10 02,B,65.49299622,-168.06300354,NA,NA,NA,NA
90706,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T02:43:52Z,2005-11-10 02,B,65.45400238,-168.14300537,NA,NA,NA,NA
90707,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T03:15:08Z,2005-11-10 03,B,65.45400238,-168.07200623,NA,NA,NA,NA
90708,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T04:19:06Z,2005-11-10 04,B,65.33999634,-168.14500427,NA,NA,NA,NA
90709,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T04:25:50Z,2005-11-10 04,B,65.38899994,-167.90499878,NA,NA,NA,NA
90710,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T05:58:06Z,2005-11-10 05,B,65.31600189,-167.73599243,NA,NA,NA,NA
90711,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T06:03:43Z,2005-11-10 06,B,65.33200073,-167.66200256,NA,NA,NA,NA
90712,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T07:45:35Z,2005-11-10 07,B,65.26200104,-167.53300476,NA,NA,NA,NA
90713,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T09:26:29Z,2005-11-10 09,B,65.17099762,-167.352005,NA,NA,NA,NA
90714,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T11:36:31Z,2005-11-10 11,B,65.06199646,-167.1289978,NA,NA,NA,NA
90715,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T12:45:59Z,2005-11-10 12,B,65.03600311,-166.96899414,NA,NA,NA,NA
90716,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T16:06:13Z,2005-11-10 16,A,64.90000153,-166.75799561,NA,NA,NA,NA
90717,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T17:43:52Z,2005-11-10 17,B,64.78800201,-166.60800171,NA,NA,NA,NA
90718,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T17:56:51Z,2005-11-10 17,B,64.67500305,-165.96600342,NA,NA,NA,NA
90719,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T17:56:51Z,2005-11-10 17,B,64.81400299,-166.94700623,NA,NA,NA,NA
90720,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T18:01:04Z,2005-11-10 18,B,64.76999664,-166.67199707,NA,NA,NA,NA
90721,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T18:09:38Z,2005-11-10 18,B,64.73300171,-166.65499878,NA,NA,NA,NA
90722,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T18:17:33Z,2005-11-10 18,B,64.77100372,-166.64100647,NA,NA,NA,NA
90723,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T19:37:30Z,2005-11-10 19,B,64.68800354,-166.6230011,NA,NA,NA,NA
90724,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T19:42:32Z,2005-11-10 19,B,64.66200256,-166.58099365,NA,NA,NA,NA
90725,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-10T19:53:20Z,2005-11-10 19,A,64.68699646,-166.63800049,NA,NA,NA,NA
90831,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T01:45:36Z,2005-11-14 01,B,62.25799942,-166.22799683,NA,NA,NA,NA
90832,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T02:39:53Z,2005-11-14 02,2,62.12599945,-166.27200317,500,NA,NA,NA
90833,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T04:22:42Z,2005-11-14 04,2,62.10499954,-166.2749939,500,NA,NA,NA
90834,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T04:35:06Z,2005-11-14 04,B,62.04100037,-166.22200012,NA,NA,NA,NA
90835,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T05:12:18Z,2005-11-14 05,B,62.09899902,-166.27799988,NA,NA,NA,NA
90836,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T06:01:54Z,2005-11-14 06,B,62.09799957,-166.30200195,NA,NA,NA,NA
90837,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T06:01:54Z,2005-11-14 06,B,62.03099823,-166.28100586,NA,NA,NA,NA
90838,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T06:42:12Z,2005-11-14 06,A,62.07699966,-166.26800537,NA,NA,NA,NA
90839,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T06:51:30Z,2005-11-14 06,B,62.07500076,-166.34399414,NA,NA,NA,NA
90840,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T08:18:18Z,2005-11-14 08,B,62.26399994,-165.23500061,NA,NA,NA,NA
90841,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T16:24:19Z,2005-11-14 16,B,61.84799957,-166.56900024,NA,NA,NA,NA
90842,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T17:03:33Z,2005-11-14 17,A,61.79199982,-166.53199768,NA,NA,NA,NA
90843,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T17:14:57Z,2005-11-14 17,A,61.81800079,-166.54699707,NA,NA,NA,NA
90844,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T18:03:05Z,2005-11-14 18,B,61.90399933,-167.25300598,NA,NA,NA,NA
90845,PL2005_5971_05L0017,PL2005_5971,KotzEB,Spotted seal,2005-09-30T02:30:00Z,SPLASH,ADULT,M,2005-11-14T18:20:03Z,2005-11-14 18,A,61.76800156,-166.55599976,NA,NA,NA,NA
