locid,deployid,speno,projectid,species,deploydate,tagtype,age,sex,datadatetime,datahour,quality,latitude,longitude,error_radius,error_semi_major_axis,error_semi_minor_axis,error_ellipse_orientation
74130,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T22:56:25Z,2005-10-03 22,A,66.42199707,-166.96600342,NA,NA,NA,NA
74131,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T23:01:48Z,2005-10-03 23,A,66.43099976,-166.98899841,NA,NA,NA,NA
74132,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T23:11:36Z,2005-10-03 23,B,66.3710022,-166.41299438,NA,NA,NA,NA
74133,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-03T23:38:16Z,2005-10-03 23,0,66.41799927,-167.04200745,NA,NA,NA,NA
74134,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T00:06:00Z,2005-10-04 00,1,66.41100311,-167.07600403,NA,NA,NA,NA
74135,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T00:43:25Z,2005-10-04 00,B,66.41200256,-167.1269989,NA,NA,NA,NA
74136,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T00:44:46Z,2005-10-04 00,A,66.39600372,-167.09500122,NA,NA,NA,NA
74137,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T01:18:35Z,2005-10-04 01,3,66.3789978,-167.15100098,NA,NA,NA,NA
74138,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T02:17:21Z,2005-10-04 02,1,66.35900116,-167.21200562,NA,NA,NA,NA
74139,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T02:25:03Z,2005-10-04 02,2,66.35700226,-167.21000671,NA,NA,NA,NA
74140,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T03:01:49Z,2005-10-04 03,B,66.35399628,-167.28999329,NA,NA,NA,NA
74141,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T03:01:49Z,2005-10-04 03,B,66.35500336,-167.28500366,NA,NA,NA,NA
74142,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T03:31:48Z,2005-10-04 03,B,66.33000183,-167.27799988,NA,NA,NA,NA
74143,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T03:55:44Z,2005-10-04 03,A,66.30599976,-167.43099976,NA,NA,NA,NA
74144,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T04:03:04Z,2005-10-04 04,0,66.32099915,-167.31599426,NA,NA,NA,NA
74145,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T04:49:49Z,2005-10-04 04,B,66.30899811,-167.34500122,NA,NA,NA,NA
74146,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T05:38:06Z,2005-10-04 05,A,66.31700134,-167.31900024,NA,NA,NA,NA
74147,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T05:39:06Z,2005-10-04 05,1,66.31500244,-167.32499695,1500,NA,NA,NA
74148,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T05:40:09Z,2005-10-04 05,A,66.30000305,-167.33700562,NA,NA,NA,NA
74149,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T05:42:45Z,2005-10-04 05,2,66.30799866,-167.33599854,500,NA,NA,NA
74150,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T07:23:09Z,2005-10-04 07,A,66.25900269,-167.40100098,NA,NA,NA,NA
74151,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T09:00:14Z,2005-10-04 09,A,66.19999695,-167.51199341,NA,NA,NA,NA
74152,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T09:01:30Z,2005-10-04 09,3,66.19999695,-167.51300049,NA,NA,NA,NA
74153,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T10:41:35Z,2005-10-04 10,A,66.15599823,-167.6000061,NA,NA,NA,NA
74154,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T15:06:10Z,2005-10-04 15,B,66.13999939,-167.66299438,NA,NA,NA,NA
74155,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T15:06:10Z,2005-10-04 15,B,66.11599731,-167.65400696,NA,NA,NA,NA
74156,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T15:35:57Z,2005-10-04 15,2,66.1230011,-167.66900635,NA,NA,NA,NA
74157,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T15:56:00Z,2005-10-04 15,2,66.11799622,-167.69700623,NA,NA,NA,NA
74158,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T16:46:37Z,2005-10-04 16,3,66.11599731,-167.79100037,NA,NA,NA,NA
74159,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T17:17:35Z,2005-10-04 17,3,66.11100006,-167.82800293,NA,NA,NA,NA
74160,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T17:37:27Z,2005-10-04 17,2,66.10500336,-167.84599304,NA,NA,NA,NA
74161,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T18:26:30Z,2005-10-04 18,1,66.09300232,-167.85699463,NA,NA,NA,NA
74162,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T18:28:09Z,2005-10-04 18,2,66.09100342,-167.8690033,NA,NA,NA,NA
74163,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T18:56:44Z,2005-10-04 18,1,66.06999969,-167.8710022,NA,NA,NA,NA
74164,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T19:19:27Z,2005-10-04 19,2,66.06400299,-167.8710022,NA,NA,NA,NA
74165,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T19:23:15Z,2005-10-04 19,B,66.05899811,-167.897995,NA,NA,NA,NA
74166,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T20:06:06Z,2005-10-04 20,2,66.04199982,-167.89900208,NA,NA,NA,NA
74167,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T20:07:59Z,2005-10-04 20,A,66.03700256,-167.88499451,NA,NA,NA,NA
74168,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T20:37:03Z,2005-10-04 20,1,66.03600311,-167.91900635,NA,NA,NA,NA
74169,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T20:55:34Z,2005-10-04 20,2,66.01699829,-167.90699768,NA,NA,NA,NA
74170,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T21:01:45Z,2005-10-04 21,A,66.01200104,-167.91900635,NA,NA,NA,NA
74171,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T21:47:39Z,2005-10-04 21,B,66.00299835,-167.90499878,NA,NA,NA,NA
74172,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T22:17:30Z,2005-10-04 22,1,65.97599792,-167.92500305,NA,NA,NA,NA
74173,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T22:33:50Z,2005-10-04 22,B,65.98200226,-167.91700745,NA,NA,NA,NA
74174,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-04T22:42:52Z,2005-10-04 22,A,65.97699738,-167.89500427,NA,NA,NA,NA
74175,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T00:02:48Z,2005-10-05 00,B,65.9489975,-168.01899719,NA,NA,NA,NA
74176,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T00:02:48Z,2005-10-05 00,B,65.96299744,-167.7559967,NA,NA,NA,NA
74177,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T00:12:06Z,2005-10-05 00,3,65.96900177,-167.94700623,NA,NA,NA,NA
74178,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T00:22:36Z,2005-10-05 00,1,65.96299744,-167.95700073,NA,NA,NA,NA
74179,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T01:07:39Z,2005-10-05 01,A,65.94400024,-167.97099304,NA,NA,NA,NA
74180,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T01:07:39Z,2005-10-05 01,A,65.94400024,-167.97000122,NA,NA,NA,NA
74181,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T01:38:25Z,2005-10-05 01,1,65.93099976,-167.92700195,NA,NA,NA,NA
74182,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-10-05T01:50:43Z,2005-10-05 01,A,65.9260025,-167.897995,NA,NA,NA,NA
73914,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T00:24:59Z,2005-09-26 00,3,66.49099731,-163.58900452,NA,NA,NA,NA
73915,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T00:31:08Z,2005-09-26 00,3,66.49299622,-163.57899475,NA,NA,NA,NA
73916,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T00:31:08Z,2005-09-26 00,3,66.4960022,-163.59199524,250,NA,NA,NA
73917,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T01:08:03Z,2005-09-26 01,1,66.47499847,-163.61300659,NA,NA,NA,NA
73918,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T01:23:03Z,2005-09-26 01,B,66.45400238,-163.65499878,NA,NA,NA,NA
73919,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T02:50:24Z,2005-09-26 02,2,66.43499756,-163.70700073,NA,NA,NA,NA
73920,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T03:11:47Z,2005-09-26 03,B,66.43299866,-163.71899414,NA,NA,NA,NA
73921,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T04:45:32Z,2005-09-26 04,A,66.40299988,-163.73300171,NA,NA,NA,NA
73922,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T05:24:23Z,2005-09-26 05,3,66.3730011,-163.77000427,NA,NA,NA,NA
73923,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T05:25:18Z,2005-09-26 05,3,66.38500214,-163.77600098,NA,NA,NA,NA
73924,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T11:55:13Z,2005-09-26 11,B,66.33999634,-163.7460022,NA,NA,NA,NA
73925,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T11:55:13Z,2005-09-26 11,B,66.34600067,-163.7539978,NA,NA,NA,NA
73926,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T13:23:58Z,2005-09-26 13,B,66.28399658,-163.76199341,NA,NA,NA,NA
73927,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T13:37:18Z,2005-09-26 13,2,66.27500153,-163.76699829,NA,NA,NA,NA
73928,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:00:11Z,2005-09-26 15,1,66.22299957,-163.63999939,NA,NA,NA,NA
73929,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:06:04Z,2005-09-26 15,2,66.22100067,-163.68899536,NA,NA,NA,NA
73930,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:19:29Z,2005-09-26 15,1,66.20700073,-163.66099548,NA,NA,NA,NA
73931,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:19:29Z,2005-09-26 15,1,66.20899963,-163.67599487,1500,NA,NA,NA
73932,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:46:23Z,2005-09-26 15,B,66.20500183,-163.69900513,NA,NA,NA,NA
73933,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T15:46:23Z,2005-09-26 15,B,66.19599915,-163.69500732,NA,NA,NA,NA
73934,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T16:39:51Z,2005-09-26 16,2,66.15200043,-163.67300415,NA,NA,NA,NA
73935,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T16:46:16Z,2005-09-26 16,1,66.14600372,-163.69000244,NA,NA,NA,NA
73936,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T16:57:52Z,2005-09-26 16,2,66.13800049,-163.64900208,NA,NA,NA,NA
73937,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T17:25:46Z,2005-09-26 17,2,66.1190033,-163.64100647,NA,NA,NA,NA
73938,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T17:44:15Z,2005-09-26 17,B,66.10900116,-163.61599731,NA,NA,NA,NA
73939,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T18:19:36Z,2005-09-26 18,1,66.07800293,-163.57099915,NA,NA,NA,NA
73940,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-26T18:27:07Z,2005-09-26 18,2,66.06800079,-163.55700684,NA,NA,NA,NA
73941,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T01:18:46Z,2005-09-27 01,2,66.08399963,-163.47000122,NA,NA,NA,NA
73942,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T01:19:14Z,2005-09-27 01,2,66.08399963,-163.47099304,500,NA,NA,NA
73943,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T01:41:56Z,2005-09-27 01,2,66.08499908,-163.47799683,NA,NA,NA,NA
73944,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T01:45:11Z,2005-09-27 01,2,66.08300018,-163.47900391,NA,NA,NA,NA
73945,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T02:08:57Z,2005-09-27 02,2,66.08699799,-163.49099731,NA,NA,NA,NA
73946,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T05:28:26Z,2005-09-27 05,2,66.08799744,-163.47099304,NA,NA,NA,NA
73947,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T06:01:49Z,2005-09-27 06,1,66.09899902,-163.45700073,NA,NA,NA,NA
73948,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T06:41:10Z,2005-09-27 06,3,66.08699799,-163.4750061,NA,NA,NA,NA
73949,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T06:41:31Z,2005-09-27 06,3,66.08699799,-163.4750061,250,NA,NA,NA
73950,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T06:43:31Z,2005-09-27 06,1,66.08599854,-163.48199463,NA,NA,NA,NA
73951,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T08:21:24Z,2005-09-27 08,A,66.19300079,-163.57200623,NA,NA,NA,NA
73952,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T14:40:43Z,2005-09-27 14,2,66.08999634,-163.46200562,NA,NA,NA,NA
73953,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T14:45:34Z,2005-09-27 14,2,66.08399963,-163.47000122,NA,NA,NA,NA
73954,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T15:08:37Z,2005-09-27 15,2,66.08599854,-163.49099731,NA,NA,NA,NA
73955,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T15:08:37Z,2005-09-27 15,2,66.08499908,-163.48500061,500,NA,NA,NA
73956,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T15:20:19Z,2005-09-27 15,1,66.08799744,-163.47399902,NA,NA,NA,NA
73957,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T16:18:30Z,2005-09-27 16,Z,61.57600021,-141.63000488,NA,NA,NA,NA
73958,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T17:07:01Z,2005-09-27 17,B,66.09300232,-163.45199585,NA,NA,NA,NA
73959,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T17:34:55Z,2005-09-27 17,A,66.24199677,-163.37600708,NA,NA,NA,NA
73960,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-27T18:02:22Z,2005-09-27 18,B,66.08699799,-163.46299744,NA,NA,NA,NA
73961,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T00:17:46Z,2005-09-28 00,2,66.08200073,-163.47999573,NA,NA,NA,NA
73962,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T00:34:41Z,2005-09-28 00,2,66.08399963,-163.47900391,NA,NA,NA,NA
73963,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T00:46:15Z,2005-09-28 00,3,66.08699799,-163.4750061,NA,NA,NA,NA
73964,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T01:08:57Z,2005-09-28 01,2,66.08799744,-163.47799683,NA,NA,NA,NA
73965,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T01:19:50Z,2005-09-28 01,A,66.08899689,-163.46299744,NA,NA,NA,NA
73966,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T01:21:17Z,2005-09-28 01,B,66.08599854,-163.46299744,NA,NA,NA,NA
73967,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T02:12:45Z,2005-09-28 02,Z,66.79000092,-159.47900391,NA,NA,NA,NA
73968,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T02:57:42Z,2005-09-28 02,2,66.08599854,-163.47200012,NA,NA,NA,NA
73969,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T02:57:42Z,2005-09-28 02,2,66.08699799,-163.47200012,500,NA,NA,NA
73970,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T03:02:03Z,2005-09-28 03,B,66.08999634,-163.44799805,NA,NA,NA,NA
73971,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T03:55:42Z,2005-09-28 03,3,66.08699799,-163.47599792,NA,NA,NA,NA
73972,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T05:14:00Z,2005-09-28 05,B,66.06999969,-163.49099731,NA,NA,NA,NA
73973,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T06:20:42Z,2005-09-28 06,2,66.08100128,-163.4730072,NA,NA,NA,NA
73974,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T06:20:42Z,2005-09-28 06,2,66.08399963,-163.47799683,500,NA,NA,NA
73975,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T06:57:40Z,2005-09-28 06,3,66.08599854,-163.47399902,NA,NA,NA,NA
73976,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T07:56:24Z,2005-09-28 07,0,66.08200073,-163.50500488,NA,NA,NA,NA
73977,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T09:39:21Z,2005-09-28 09,3,66.08599854,-163.47599792,NA,NA,NA,NA
73978,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-28T09:40:04Z,2005-09-28 09,3,66.08599854,-163.47599792,250,NA,NA,NA
73979,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:04:03Z,2005-09-29 00,1,66.07099915,-163.49899292,NA,NA,NA,NA
73980,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:09:13Z,2005-09-29 00,B,66.09799957,-163.45300293,NA,NA,NA,NA
73981,PL2005_5966_05L0002,PL2005_5966,KotzEB,Spotted seal,2005-09-25T10:45:00Z,SPLASH,PUP,F,2005-09-29T00:35:29Z,2005-09-29 00,1,66.08799744,-163.46699524,NA,NA,NA,NA
